,dteday,hour,year,holiday,workingday,temp,atemp,hum,windspeed,casual,registered,counts,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,spring,summer,fall,Mon,Tue,Wed,Thu,Fri,Sat,Cloudy,Snow,Storm,month
5634,2011-08-27,16,0,0,0,0.64,0.5758,0.89,0.5224,10,14,24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8
3343,2011-05-24,5,0,0,1,0.58,0.5455,0.94,0.2537,2,22,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5
7123,2011-10-29,10,0,0,0,0.26,0.2273,0.93,0.3284,0,12,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,10
12638,2012-06-15,19,1,0,1,0.7,0.6364,0.42,0.1642,98,369,467,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
4709,2011-07-20,3,0,0,1,0.7,0.6667,0.84,0.1045,2,4,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
15693,2012-10-21,2,1,0,0,0.4,0.4091,0.62,0.1642,44,88,132,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
2732,2011-04-28,18,0,0,1,0.64,0.6212,0.47,0.3582,44,486,530,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
14471,2012-08-31,4,1,0,1,0.64,0.5758,0.89,0.1343,0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8
6575,2011-10-06,13,0,0,1,0.56,0.5303,0.46,0.0896,33,158,191,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10
9991,2012-02-26,8,1,0,0,0.2,0.19699999999999998,0.51,0.2537,2,57,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7958,2011-12-03,6,0,0,0,0.24,0.2576,0.65,0.1045,1,10,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,12
13035,2012-07-02,8,1,0,1,0.76,0.6970000000000001,0.52,0.19399999999999998,20,548,568,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
5016,2011-08-01,22,0,0,1,0.7,0.6515,0.7,0.0896,21,116,137,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
13085,2012-07-04,10,1,1,0,0.8,0.7273,0.46,0.0,143,304,447,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
12682,2012-06-17,15,1,0,0,0.66,0.6212,0.5,0.2239,203,260,463,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
9285,2012-01-27,19,1,0,1,0.36,0.3333,0.5,0.3881,10,241,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16426,2012-11-22,4,1,1,0,0.22,0.2273,0.8,0.1343,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11
16658,2012-12-01,21,1,0,0,0.3,0.3333,0.87,0.0,23,135,158,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,12
10809,2012-03-31,12,1,0,0,0.48,0.4697,0.67,0.0,263,358,621,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
13034,2012-07-02,7,1,0,1,0.74,0.6667,0.51,0.1045,8,390,398,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
12438,2012-06-07,11,1,0,1,0.66,0.6212,0.47,0.2239,67,170,237,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
964,2011-02-12,19,0,0,0,0.28,0.2727,0.38,0.1642,2,39,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
8941,2012-01-13,10,1,0,1,0.24,0.19699999999999998,0.44,0.4478,2,101,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16302,2012-11-17,0,1,0,0,0.3,0.303,0.52,0.1642,11,95,106,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,11
9561,2012-02-08,8,1,0,1,0.24,0.2273,0.7,0.2239,13,495,508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
12866,2012-06-25,7,1,0,1,0.66,0.6212,0.74,0.2239,30,455,485,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
10361,2012-03-12,20,1,0,1,0.56,0.5303,0.49,0.2239,49,237,286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
5698,2011-08-30,21,0,0,1,0.64,0.6061,0.65,0.0896,43,180,223,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8
15585,2012-10-16,14,1,0,1,0.54,0.5152,0.39,0.2537,94,214,308,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10
14166,2012-08-18,11,1,0,0,0.72,0.6667,0.51,0.0,180,356,536,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
14064,2012-08-14,5,1,0,1,0.68,0.6364,0.89,0.19399999999999998,1,35,36,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8
11927,2012-05-17,4,1,0,1,0.6,0.6061,0.64,0.3284,3,13,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5
2013,2011-03-29,18,0,0,1,0.36,0.3636,0.21,0.0896,42,252,294,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
3240,2011-05-19,22,0,0,1,0.5,0.4848,0.82,0.2985,11,68,79,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5
3412,2011-05-27,2,0,0,1,0.68,0.6364,0.61,0.2239,6,12,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
16824,2012-12-08,19,1,0,0,0.4,0.4091,0.87,0.0,34,212,246,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,12
2018,2011-03-29,23,0,0,1,0.32,0.3333,0.57,0.1045,8,27,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3
13190,2012-07-08,19,1,0,0,0.78,0.7424,0.62,0.1642,66,184,250,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
9837,2012-02-19,20,1,0,0,0.3,0.2879,0.52,0.2836,22,81,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
4411,2011-07-07,17,0,0,1,0.86,0.7576,0.36,0.2537,80,489,569,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
11454,2012-04-27,11,1,0,1,0.44,0.4394,0.38,0.3284,47,186,233,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
9270,2012-01-27,4,1,0,1,0.4,0.4091,1.0,0.2985,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
11870,2012-05-14,19,1,0,1,0.58,0.5455,0.88,0.1343,10,294,304,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5
15600,2012-10-17,5,1,0,1,0.36,0.3788,0.81,0.0,2,39,41,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10
99,2011-01-05,8,0,0,1,0.2,0.1818,0.4,0.2985,3,192,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16990,2012-12-15,17,1,0,0,0.4,0.4091,0.5,0.2239,35,274,309,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,12
2364,2011-04-13,10,0,0,1,0.4,0.4091,0.87,0.19399999999999998,4,42,46,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4
7475,2011-11-13,2,0,0,0,0.36,0.3636,0.57,0.1045,9,48,57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11
12630,2012-06-15,11,1,0,1,0.66,0.6212,0.5,0.19399999999999998,106,180,286,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
14673,2012-09-08,14,1,0,0,0.82,0.7727,0.52,0.4478,260,366,626,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9
1898,2011-03-24,21,0,0,1,0.26,0.2576,0.65,0.2239,11,67,78,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
7871,2011-11-29,15,0,0,1,0.4,0.4091,0.87,0.3284,5,60,65,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,11
9778,2012-02-17,9,1,0,1,0.26,0.303,1.0,0.0,8,275,283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
10358,2012-03-12,17,1,0,1,0.62,0.6212,0.38,0.4179,87,557,644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
15241,2012-10-02,6,1,0,1,0.58,0.5455,0.83,0.1045,3,176,179,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10
11887,2012-05-15,12,1,0,1,0.64,0.6061,0.73,0.19399999999999998,44,220,264,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
14892,2012-09-17,17,1,0,1,0.64,0.6061,0.65,0.2239,102,740,842,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9
100,2011-01-05,9,0,0,1,0.22,0.19699999999999998,0.37,0.3284,6,109,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12293,2012-06-01,10,1,0,1,0.66,0.6061,0.78,0.2836,49,155,204,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6
2267,2011-04-09,8,0,0,0,0.32,0.303,0.93,0.1642,7,47,54,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4
16405,2012-11-21,7,1,0,1,0.26,0.2879,0.87,0.0896,11,262,273,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11
8045,2011-12-06,21,0,0,1,0.44,0.4394,1.0,0.19399999999999998,6,108,114,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,12
15535,2012-10-14,12,1,0,0,0.62,0.6212,0.46,0.3284,200,362,562,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
4213,2011-06-29,11,0,0,1,0.76,0.6667,0.35,0.2239,53,117,170,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
6997,2011-10-24,4,0,0,1,0.4,0.4091,0.82,0.0,1,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10
11510,2012-04-29,19,1,0,0,0.56,0.5303,0.35,0.1343,128,247,375,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
1706,2011-03-16,18,0,0,1,0.44,0.4394,0.54,0.2239,26,211,237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
2820,2011-05-02,10,0,0,1,0.54,0.5152,0.77,0.2239,31,77,108,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5
4418,2011-07-08,0,0,0,1,0.74,0.6970000000000001,0.66,0.1045,6,41,47,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
9360,2012-01-30,22,1,0,1,0.28,0.2727,0.48,0.2239,2,92,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7367,2011-11-08,14,0,0,1,0.56,0.5303,0.46,0.1045,32,129,161,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,11
4445,2011-07-09,3,0,0,0,0.64,0.5758,0.89,0.1343,7,23,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
4969,2011-07-30,23,0,0,0,0.76,0.6970000000000001,0.55,0.0896,63,114,177,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
8657,2012-01-01,12,1,0,0,0.4,0.4091,0.62,0.2836,58,143,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13963,2012-08-10,0,1,0,1,0.7,0.6515,0.65,0.0896,17,68,85,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8
9271,2012-01-27,5,1,0,1,0.42,0.4242,0.94,0.3284,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4479,2011-07-10,13,0,0,0,0.8,0.7273,0.46,0.2985,139,228,367,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
3820,2011-06-13,2,0,0,1,0.62,0.5909,0.73,0.2836,2,8,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
1358,2011-03-01,21,0,0,1,0.26,0.303,0.56,0.0,8,55,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
8002,2011-12-05,2,0,0,1,0.32,0.3485,0.87,0.0,0,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,12
1767,2011-03-19,8,0,0,0,0.42,0.4242,0.47,0.4925,11,37,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
11438,2012-04-26,19,1,0,1,0.54,0.5152,0.77,0.2239,57,407,464,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4
14628,2012-09-06,17,1,0,1,0.74,0.6970000000000001,0.7,0.2537,67,741,808,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9
2871,2011-05-04,13,0,0,1,0.46,0.4545,0.59,0.4478,15,128,143,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5
17361,2012-12-31,6,1,0,1,0.16,0.1667,0.64,0.1642,0,40,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12
9503,2012-02-05,21,1,0,0,0.28,0.2879,0.56,0.1045,6,60,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4187,2011-06-28,9,0,0,1,0.74,0.6970000000000001,0.7,0.0,38,208,246,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6
15201,2012-09-30,14,1,0,0,0.62,0.6212,0.41,0.2537,208,404,612,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
9151,2012-01-22,5,1,0,0,0.16,0.1515,0.74,0.2239,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8645,2012-01-01,0,1,0,0,0.36,0.3788,0.66,0.0,5,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14878,2012-09-17,3,1,0,1,0.5,0.4848,0.77,0.0896,0,7,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9
16378,2012-11-20,4,1,0,1,0.34,0.3333,0.66,0.19399999999999998,0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,11
10079,2012-03-01,1,1,0,1,0.46,0.4545,0.94,0.1045,0,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
13338,2012-07-14,23,1,0,0,0.68,0.6364,0.83,0.0896,55,156,211,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,7
7830,2011-11-27,21,0,0,0,0.48,0.4697,0.67,0.2836,13,75,88,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11
16467,2012-11-23,21,1,0,1,0.46,0.4545,0.47,0.2537,23,75,98,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,11
1607,2011-03-12,11,0,0,0,0.34,0.303,0.49,0.3284,36,83,119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
12017,2012-05-20,22,1,0,0,0.62,0.5909,0.73,0.3284,44,101,145,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
12096,2012-05-24,5,1,0,1,0.6,0.5455,0.88,0.1642,1,29,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5
11491,2012-04-29,0,1,0,0,0.36,0.3485,0.81,0.1343,0,36,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
14220,2012-08-20,17,1,0,1,0.7,0.6515,0.58,0.2836,83,810,893,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
16760,2012-12-06,3,1,0,1,0.22,0.2273,0.55,0.19399999999999998,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,12
13257,2012-07-11,14,1,0,1,0.8,0.7121,0.41,0.2239,66,175,241,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
13545,2012-07-23,14,1,0,1,0.78,0.7424,0.59,0.1642,82,189,271,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,7
13168,2012-07-07,21,1,0,0,0.88,0.7879,0.37,0.19399999999999998,51,150,201,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
9039,2012-01-17,13,1,0,1,0.38,0.3939,0.76,0.3284,8,95,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
8808,2012-01-07,20,1,0,0,0.5,0.4848,0.39,0.2537,21,149,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10490,2012-03-18,5,1,0,0,0.4,0.4091,0.94,0.1045,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
3911,2011-06-16,21,0,0,1,0.62,0.5758,0.83,0.2537,34,154,188,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6
15029,2012-09-23,10,1,0,0,0.54,0.5152,0.45,0.2537,138,351,489,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
11422,2012-04-26,3,1,0,1,0.48,0.4697,0.55,0.0896,1,5,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4
15343,2012-10-06,12,1,0,0,0.7,0.6515,0.54,0.1045,362,381,743,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10
12911,2012-06-27,4,1,0,1,0.6,0.6212,0.4,0.2537,0,11,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
10064,2012-02-29,10,1,0,1,0.3,0.303,0.81,0.1642,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
3846,2011-06-14,4,0,0,1,0.54,0.5152,0.6,0.2537,0,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6
4736,2011-07-21,6,0,0,1,0.72,0.7121,0.84,0.1045,6,111,117,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,7
5069,2011-08-04,3,0,0,1,0.66,0.5909,0.94,0.0896,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8
7627,2011-11-19,10,0,0,0,0.32,0.303,0.45,0.2537,35,165,200,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,11
15599,2012-10-17,4,1,0,1,0.36,0.3636,0.81,0.0896,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10
6208,2011-09-21,6,0,0,1,0.54,0.5152,1.0,0.19399999999999998,5,112,117,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,9
13431,2012-07-18,20,1,0,1,0.74,0.6818,0.62,0.0896,56,310,366,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
7950,2011-12-02,22,0,0,1,0.32,0.3182,0.53,0.19399999999999998,7,95,102,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,12
3449,2011-05-28,15,0,0,0,0.74,0.6818,0.55,0.2239,187,187,374,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
6025,2011-09-13,15,0,0,1,0.74,0.6667,0.51,0.2985,35,145,180,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9
15003,2012-09-22,8,1,0,0,0.6,0.5909,0.73,0.2985,21,197,218,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9
3051,2011-05-12,1,0,0,1,0.46,0.4545,0.88,0.2239,1,16,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5
11640,2012-05-05,5,1,0,0,0.56,0.5303,0.88,0.0896,8,14,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
892,2011-02-09,16,0,0,1,0.2,0.19699999999999998,0.37,0.2537,7,72,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
15053,2012-09-24,10,1,0,1,0.54,0.5152,0.49,0.2239,52,146,198,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9
1371,2011-03-02,10,0,0,1,0.32,0.303,0.49,0.2836,11,65,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
9302,2012-01-28,12,1,0,0,0.3,0.2879,0.61,0.2836,70,244,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12143,2012-05-26,4,1,0,0,0.62,0.5606,0.88,0.1343,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
8084,2011-12-08,12,0,0,1,0.28,0.2576,0.52,0.3284,8,148,156,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,12
13198,2012-07-09,3,1,0,1,0.7,0.6667,0.89,0.19399999999999998,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7
14035,2012-08-13,0,1,0,1,0.66,0.6212,0.65,0.1045,14,33,47,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
572,2011-01-26,1,0,0,1,0.24,0.2424,0.65,0.1343,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4044,2011-06-22,10,0,0,1,0.74,0.6970000000000001,0.7,0.2537,31,104,135,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
13940,2012-08-09,1,1,0,1,0.7,0.6667,0.79,0.1343,5,23,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
11067,2012-04-11,8,1,0,1,0.3,0.2879,0.49,0.2239,14,581,595,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
3035,2011-05-11,9,0,0,1,0.52,0.5,0.72,0.1343,21,182,203,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5
9892,2012-02-22,5,1,0,1,0.32,0.3333,0.7,0.1045,1,29,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
9504,2012-02-05,22,1,0,0,0.26,0.2727,0.6,0.1045,9,182,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1258,2011-02-25,14,0,0,1,0.56,0.5303,0.56,0.6119,14,71,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
12768,2012-06-21,5,1,0,1,0.7,0.6667,0.84,0.1045,3,37,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
16626,2012-11-30,13,1,0,1,0.4,0.4091,0.4,0.1642,21,241,262,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,11
9791,2012-02-17,22,1,0,1,0.36,0.3485,0.4,0.2239,15,92,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
3354,2011-05-24,16,0,0,1,0.66,0.6212,0.69,0.19399999999999998,52,225,277,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
3568,2011-06-02,14,0,0,1,0.78,0.6667,0.24,0.3284,43,142,185,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
13923,2012-08-08,8,1,0,1,0.74,0.7273,0.72,0.0896,48,689,737,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,8
11060,2012-04-11,0,1,0,1,0.34,0.303,0.36,0.4179,8,22,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
7137,2011-10-30,0,0,0,0,0.22,0.2121,0.87,0.2239,7,47,54,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
8835,2012-01-08,23,1,0,0,0.26,0.2424,0.56,0.2537,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2295,2011-04-10,12,0,0,0,0.42,0.4242,0.88,0.1343,94,136,230,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
